랜덤,문제,출처,정답,답안,,,,
0.316103404,"다음 중 '그의 종들' 혹은 '주의 종들'이라는 표현이 등장하지 않는 시편은?
① 시 34편                                  ② 시 69편
③ 시 102편                                 ④ 시 118편
 ",시,4,,FALSE,,0,
0.6709813575,"""너희가 만일 길과 행위를 참으로 바르게 하여 이웃들 사이에 정의를 행하며 (  )를 압제하지 아니하며 무죄한 자의 피를 이 곳에서 흘리지 아니하며 다른 신들 뒤를 따라 화를 자초하지 아니하면 내가 너희를 이 곳에 살게 하리니 곧 너희 조상에게 영원무궁토록 준 땅에니라""(렘7:5-7)의 괄호에 들어갈 말은?
 ① 가난한 자와 제사장과 선지자
 ② 이방인과 고아와 과부
 ③ 레위인과 고아와 과부
 ④ 궁핍한 레위인과 선지자",렘,2,,FALSE,,0,
0.3451757203,"사무엘하 24장에서 다윗이 인구를 조사하게 한 뒤에 하나님이 세 가지 징벌에 해당되지 않는 것은?
 ① 3일간의 온역
 ② 3달 동안 적에게 쫓김
 ③ 3년 기근
 ④ 7년 기근",삼하,3,,FALSE,,0,
0.4768628659,"""이스라엘의 근원에서 나온 너희여 대회 중에 하나님 곧 주를 송축할지어다 거기에는 그들을 주관하는 작은 (    )과 (    )의 고관과 그들의 무리와 (     )의 고관과 (     )의 고관이 있도다""(시 68:26~27)는 말씀에서 괄호 안에 들어가는 말이 아닌 것은?
① 베냐민                                ② 유다
③ 스불론                                ④ 잇사갈
",시,4,,FALSE,,0,
0.9036692701,"""그의 사랑하는 자를 의지하고 거친 들에서 올라오는 여자가 누구인지 너로 말미암아 네 어머니가 고생한 곳 너를 낳은 자가 애쓴 그 곳 (    )아래에서 내가 너를 깨웠노라"" (아 8:5~6)의 괄호 안에 들어가 말은?
  ① 무화과나무                                         ② 석류나무
  ③ 포도나무                                            ④ 사과나무",아,4,,FALSE,,0,
0.7019819643,"이스라엘을 ""열매 맺는 무성한 포도나무""로 부르면서 그 풍성한 열매로 제단을 많게 하고 주상을 아름답게 한다는 지적을 한 책은? 
  ① 창세기                                          ② 호세아
  ③ 아모스                                          ④ 미가 ",호,2,,FALSE,,0,
0.7929318403,"유다의 며느리로서 베레스와 세라를 낳은 여인의 이름은?
 ① 크데샤                      ② 딤나
 ③ 에나임                      ④ 다말", 창,4,,FALSE,,0,
0.6542148527,"다음 중 ""내게 복을 주소서 아버지께서 나를 네겝 땅으로 보내시오니 샘물도 내게 주소서""라고 말한 사람은 누구인가?
 ① 갈렙                              ② 슬로브핫
 ③ 악사                              ④ 옷니엘",수,3,,FALSE,,0,
0.8779916131,"""너는 내게 부르짖으라 내가 네게 응답하겠고 네가 알지 못하는 크고 은밀한 일을 네게 보이리라""가 들어 있는 책은?
  ① 시편                                                 ② 예레미야
  ③ 욥기                                                 ④ 전도서",렘,2,,FALSE,,0,
0.7163448585,"""두로와 시돈과 블레셋 사방아 너희가…..또 유다 자손과 예루살렘 자손들을 (    )족속에게 팔아서 그들의 영토에서 멀리 떠나게 하였음이라"" (욜 3:4~6)의 괄호 안에 들어갈 나라의 이름은?
  ① 헬라                                              ② 앗수르
  ③ 바벨론                                           ④ 메대",욜,1,,FALSE,,0,
0.8439986746,"애굽의 요술사가 바로에게 ""이는 하나님의 권능이니이다""라고 말한 재앙은?
 ① 개구리            ② 이
 ③ 파리               ④ 악질",출,2,,FALSE,,0,
0.3429202273,"""유다는 형제보다 뛰어나고 주권자가 유다에게서 났으나 장자의 명분은 요셉에게 있느니라""는 역대상 몇 장에 나오는가?
  ① 2장                               ② 3장
  ③ 4장                               ④ 5장",대상,4,,FALSE,,0,
0.6841783677,"다읫의 마스길인 시 32편에 나오지 않는 내용은?
 ① 주께 내 죄를 아뢰고 내 죄악을 숨기지 아니하였더니 곧 주께서 내 죄악을 사하셨나이다(셀라)
 ② 주는 나의 은신처이오니 환난에서 나를 보호하시고 구원의 노래로 나를 두르시리이다(셀라)
 ③ 너릐 의인들아 여호와를 기뻐하며 즐거워할지어다 마음이 정직한 너희들아 다 즐거이 외칠지어다
 ④ 수금으로 여호와께 감사하고 열 줄 비파로 찬송할지어다",시,4,,FALSE,,0,
0.2060327349,"에스라가 이방인과의 통혼에 대한 개혁조치가 제대로 실행될 수 있도록 위원회를 만들어 활동하게 하였을 때 그 위원회가 활동한 기간은(스10:16-17)?
  ① 약 1개월                            ② 약 3개월
  ③ 약 6개월                            ④ 약 8개월",스,2,,FALSE,,0,
0.001120500139,"""아름다운 소식을 시온에 전하는 자여 너는 높은 산에 오르라 아름다운 소식을 예루살렘에 전하는 자여 너는 힘써 소리를 높이라 두려워 하지 말고 소리를 높여 유다의 성읍들에게 이르기를 너희의 하나님을 보라 하라""는 이사야 몇 장에 나오는가? 
  ① 40장                                            ② 41장 
  ③ 55장                                            ④ 56장",사,1,,FALSE,,0,
0.4247019605,"다음 괄호 안에 들어가는 지명은?               ""니느웨가 황페하였도다….네가 어찌 (     )보다 낫겠느냐 그는 강들 사이에 있으므로 물이 둘렸으니 바다가 성루가 되었고 바다가 방어벽이 되었으며"" ( 나3:7~8)
  ① 노아몬                                  ② 놉
  ③ 바드로스                               ④ 다바네스",나,1,,FALSE,,0,
0.2754192361,"다음 출애굽기에 나오는 홍해 사건에서 물이 갈라지는 광경을 순서대로 모은 것은?(출14:21-22) 
a. 물은 그들의 좌우에 벽이 되니
b. 여호와께서 큰 동풍이 밤새도록 바닷물을 물러가게 하시니
c. 이스라엘 자손이 바다 가운데를 육지로 걸어가고
d. 물이 갈라져 바다가 마른 땅이 된지라
 ① b-d-a-c                  ② b-d-c-a
 ③ d-b-a-c-                 ④ b-c-d-c",출,2,,FALSE,,0,
0.2341667398,"""묵시가 없으면 백성이 방자히 행하거니와 (    )을 지키는 자는 복이 있느니라"" (잠 29:18)의 괄호 안에 들어가 말은?
  ① 말씀                                         ② 예언
  ③ 계명                                         ④ 율법",잠,4,,FALSE,,0,
0.4998216803,"다음 괄호에 알맞은 단어를 쓰시오    ""만군의 여호와가 말하노라 칼아 께어서 내 (     ) 내짝 된 자를 치라 (     )를 치면 양이 흩어지려니와 작은 자들 위에는 내가 손을 드리우리라"" (슥 13:7)                          ",슥,목자,,FALSE,,0,
0.1463621394,"""여호와께서 빈궁한 자의 (     ) 돌아보시며 그들의 (     )멸시하지 아니하셨도다""(시 102:17)는 말씀에서 괄호 안에 들어가는 말은?
① 이웃을                                ② 기도를
③ 은혜를                                ④ 짐승을
",시,2,,FALSE,,0,
0.4757040374,"다음 괄호 안에 들어가 말은?           ""여호와께서 말씀하시되 너희의 무수한 제물이 내게 무엇이 유익하요 나는 숫양의 번제와 살진 짐승의 기름에 배불렀고 나는 수송아지나 어린 양이나 숫염소의 피를 기뻐하지 아니하노라 너희가 내 앞에 보이러 오니 이것을 누가 너희에게 요구하였느냐 (        )"" (사 1:11~12)
 ① 내 마당만 밟을뿐이니라 
 ② 너희가 악을 행할 뿐이니라
 ③ 그것이 내게 무거운 짐이라 내가 지기에 곤비하였느니라
 ④ 내 마음이 너희의 월삭과 정한 절기를 싫어하느니라",사,1,2,FALSE,,1,
0.6761896562,"다음 중 학깃의 아들 아도니야가 자칭 왕이 되었을 때 함께 한 사람은?
  ① 브나야                                 ② 사독
  ③ 아비아달                              ④ 여호야다",왕상,3,,FALSE,,0,
0.2389907114,"모세가 성막을 봉헌했을 때 구름이 회막에 덮이고 여호와의 무엇이 성막에 충만했는가?(출40:34)
 ① 거룩                ② 불
 ③ 향기                ④ 영광",출,4,,FALSE,,0,
0.6421967178,"나봇을 모함하여 죽이고 그의 포도원을 빼앗은 아합 왕의 아내는?
  ① 아달랴                                 ② 이세벨
  ③ 마아가                                 ④ 드보라",왕상,2,,FALSE,,0,
0.4716836615,"야곱이 라반의 집을 나올 때 라헬이 가져온 것은?
 ① 에봇                      ② 도장
 ③ 땅 문서                  ④ 드라빔", 창,4,,FALSE,,0,
0.4821650858,"""이 모든 땅이 폐허가 되어 놀랄 일이 될 것이며 이 민족들은 칠십 년 동안 바벨론의 왕을 섬기리라""는 어디에 나오는가?
  ① 예레미야 20장                                                    ② 예레미야 25장
  ③ 예레미야 31장                                                    ④ 예레미야 52장",렘,2,,FALSE,,0,
0.775980672,"성을 건축하는 유다 사람들을 비웃으며 ""그들이 건축하는 돌 성벽은 여우가 올라가도 곧 무너지리라""(느4:3)고 말한 사람은 누구인가?
  ① 산발랏                              ② 도비야
  ③ 게셈                                 ④ 요야다",느,2,,FALSE,,0,
0.5742933661,"에스라는 아론의 몇 대 손인가?
  ① 십사대                           ② 십오대
  ③ 십육대                           ④ 십칠대",스,3,,FALSE,,0,
0.9982331685,"""여호와께서 내게 이르시되 이 문은 닫고 다시 열지 못할지니 아무도 그리로 돌아오지 못할 것은 이스라엘 하나님 나 여호와가 그리로 들어왔음이라 그러므로 닫아 둘지니라 (  )은/는 (  )인 까닭에 안 길로 이 문 현관으로 들어와서 거기에 앉아서 나 여호와 앞에서 음식을 먹고 그 길로 나갈 것이니라""(겔44:2-3)에서 괄호에 공통으로 들어갈 말로 알맞은 것은?
  ① 왕                                                           ② 제사장
  ③ 예언자                                                     ④ 현자",겔,1,,FALSE,,0,
0.403824373,"다윗이 다스릴 때 여호야다의 아들로서 그렛사람과 블렛 사람을 관할했던 사람은?
  ① 사독                         ② 브나야
  ③ 스라야                       ④ 아히메렉",삼하,2,,FALSE,,0,
0.8069812936,"""너는 칼과 창과 단창으로 내게 나아오거니와 나는 만군의 여호와가 이름 곧 네가 모욕하는 이스라엘 군대의 하나님의 이름으로 네게 나아가노라""는 다윗의 말은 사무엘상 몇 장 몇 절에 기록된 본문인가?",삼상,17장 45절,,FALSE,,0,
0.1647258489,"""다윗이 온 이스라엘을 다스려 모든 백성에게 정의와 공의를 행할새 스루야의 아들 요압은 군대사령관이 되고….아히둡의 아들 사독과 아비아달의 아들 (  )은 제사장이 되고 사워사는 서기관이 되고…""(대상18:14-16)의 괄호에 들어갈 말은?
  ① 아히멜렉                              ② 아비멜렉
  ③ 요나단                                 ④ 아히압",대상,2,,FALSE,,0,
0.7198933325,"전도자가 해 아래에서 본 것이라고 말한 것이 아닌 것은?
 ① 재판하는 곳에도 악이 있다
 ② 어떤 사람은 아들도 없고 형제도 없이 홀로 있으나 그의 모든 수고에는 끝이 없다
 ③ 학대받는 자들에게는 위로자가 없다 
 ④ 선을 행하고 죄를 범하지 아니하는 의인이 세상에 있다",전,4,,FALSE,,0,
0.140608206,"""일을 (     )은 하나님의 영화요 일을 (    )은 왕의 영화니라"" (잠 25:2)의 괄호 안에 차례대로 들어가 말은?
  ① 찾는 것, 버리는 것                          ② 만드는 것, 없애는 것
  ③ 이루는 것, 마치는 것                       ④ 숨기는 것, 살피는 것",잠,4,,FALSE,,0,
0.804236451,"다음 중 레위기 11-15장에 기록된 부장함과 정함에 관한 율법에 포함된 내용이나 주제가 아닌 것은?
 ① 회막 기구들의 오염
 ② 의복의 색점
 ③ 정한 동물과 부정한 동물
 ④ 집의 색점
",레,1,,FALSE,,0,
0.07055897495,"다음 중 시편 57편 1~11절과 시편 60편 1~12절의 내용의 조합으로 이루어진 시편은?
① 시 106편                                ② 시 108편
③ 시 118편                                ④ 시 136편
",시,2,,FALSE,,0,
0.2157279108,아달월 십사일과 십오일에 지키는 유대 절기는 무엇인가?,에,부림절,,FALSE,,0,
0.2698817046,에스겔이 예언 활동을 시작했을 때는 여호야긴 왕이 사로잡힌 지 몇 년째인가?,겔,5년,,FALSE,,0,
0.3029376312,"""내가 또 다윗의 집의 열쇠를 그의 어깨에 두리니 그가 열면 닫을 자가 없겠고 닫으면 열 자가 없으리라""(사  22:22)는 누구에게 이른 말인가?
  ① 요시야                                              ② 엘리아김 
  ③ 여호야긴                                           ④ 시드기야",사,2,,FALSE,,0,
0.1294109561,"다리오 왕이 메대도 악메다 궁성에서 찾은 두루마리는 무엇인가?(스6:3)
 ① 고레스 왕의 조서
 ② 아닥사스다 왕의 조서
 ③ 다리오 왕의 조서
 ④ 아하수에로 왕의 조서",스,1,,FALSE,,0,
0.09765588815,"미디안의 손에서 이스라엘을 구원한 후 기드온이 자신이 만든 에봇을 둔 곳은?
  ① 미스바                            ② 브누엘
  ③ 오브라                            ④ 세겜",삿,3,,FALSE,,0,
0.7964312117,"""만군의 여호와께서 말씀하시되 이는 힘으로 되지 아니하며 능력으로 되지 아니하고 오직 (      )으로 되느니라"" )의 괄호에 들어갈 말은?
  ",슥,나의 영,,FALSE,,0,
0.2962619785,"""이스라엘아 너의 선지자들은 황무지에 있는 (  ) 같으니라 너희 선지자들이 성 무너진 곳에 올라가지도 아니하였으며 이스라엘 족속을 위하여 여호와의 날에 전쟁에서 견디게 하려고 성벽을 수축하지도 아니하였느니라""(겔13:5)에서 괄호에 들어갈 말은?",겔,여우,,FALSE,,0,
0.6281121512,"바락이 시스라와 싸울 때 거느린 자손은?
  ① 스불론, 납달리                       ② 유다, 에브라임
  ③ 유다, 시므온                          ④ 단, 납달리",삿,1,,FALSE,,0,
0.4955816308,"""(  )의 아들 아히감의 손이 예레미야를 도와주어 그를 백성의 손에 내어 주지 아니하여 죽이지 못하게 하니라""(렘26:24)의 괄호에 들어갈 이름은?
  ① 그다랴                                               ② 악볼
  ③ 사반                                                  ④ 그마랴",렘,3,,FALSE,,0,
0.7764867582,"""유다 자손이 나의 눈앞에 악을 행하여 … (  ) 골짜기에 도벳 사당을 건축하고 그들의 자녀들을 불에 살랐나니 내가 명령하지도 아니하였고 내 마음에 생각하지도 아니한 일이라""(렘7:30-31)의 괄호에 들어갈 말은?
  ① 기드론                                             ② 실로암
  ③ 힌놈의 아들                                      ④ 아얄론",렘,3,,FALSE,,0,
0.938447922,"모압왕 발락의 고관들에게 발람이 했던 말 가운데 민수기 22장 18절의 다음 본문에서 괄호에 들어갈 알맞은 말은 무엇입니까?
""발람이 발락의 신하들에게 대답하여 이르되 발락이 그 집에 가득한 은금을 내게 줄지라도 내가 능히 (  )을 어겨 덜하거나 더하지 못하겠노라""
 ① 하나님의 말씀
 ② 여호와 내 하나님의 말씀
 ③ 여호와의 율법
 ④ 나의 전능자의 명령",민,2,,FALSE,,0,
0.6024344942,"""이는 여호와 하나님의 성전이요 이는 이스라엘의 번제단이라""고 말한 사람은?
  ① 야곱                          ② 다윗
  ③ 솔로몬                       ④ 스룹바벨",대상,2,,FALSE,,0,
0.8920481597,"다음중 아가서에서 ""내 누이, 내 신부""를 묘사한 표현이 아닌 것은?
  ① 동산의 샘                                         ② 생수의 우물
  ③ 흐르는 시내                                      ④ 물댄 동산",아,4,,FALSE,,0,
0.6379566682,"다음은 레위기 27장 34절 본문이다. 괄호 안에 들어갈 말을 기록하시오.
""이것은 여호와께서 (  )에서 이스라엘 자손을 위하여 모세에게 명령하신 계명이니라""",레,시내 산,,FALSE,,0,
0.06772142065,"다음 중 왕으로부터 받은 특별한 옷을 입고 존귀하게 여김을 받은 사람이 아닌 것은?
  ① 요셉                                  ② 다니엘
  ③ 모르드개                             ④ 느헤미야",에,4,,FALSE,,0,
0.1928669621,"애굽 왕 느고가 갈그미스를 치러 올라갈 때 나가 방비하였다가 죽은 유다의 왕은?
  ① 히스기야                                ② 므낫세
  ③ 요시야                                   ④ 여호아하스", 대하,3,,FALSE,,0,
0.9279673264,"다음 중 이스라엘 자손이 가나안 땅의 소산물과 무교병과 볶은 곡식을 먹은 날은?
 ① 1월 14일                       ② 1월 15일
 ③ 1월 16일                       ④ 1월 17일",수,2,,FALSE,,0,
0.9187867607," ""너희는 악을 미워하고 선을 사랑하며 (    )에서 정의를 세울지어다..."" (암 5:15)의 괄호 안에 들어가는 말은?
  ① 성전                                                   ② 성문
  ③ 성밖                                                   ④ 왕궁",암,2,,FALSE,,0,
0.1265703543,"""여호와께서 이와 같이 말씀하시되 (     )의 서너 가지 죄로 말미암아 내가 그 벌을 돌이키지 아니하리니 이는 그들이 여호와의 율법을 멸시하며 그 율례를 지키지 아니하고 그의 조상들이 따라가던 거짓 것에 미혹되었음이라"" (암 2:4)의 괄호 안에 들어가는 말은?
  ① 두로                                           ② 다메섹
  ③ 유다                                           ④ 이스라엘",암,3,,FALSE,,0,
0.3528553894,"엘리바스와 르우엘과 여우스와 얄람과 고라는 누구의 아들인가?
  ① 함                                   ② 에서
  ③ 가인                                 ④ 야벳",대상,2,,FALSE,,0,
0.4266685214,"다음 중 잠언에 나오는 비유 가르침과 다른 것은?
 ① 충성된 사자는 그를 보낸 이에게 마치 추수하는 날에 얼음 냉수와 같다
 ② 마음이 상한 자에게 노래하는 것은 추운 날에 옷을 벗음 같다
 ③ 먼 땅에서 오는 좋은 기별은 목마른 사람에게 냉수와 같다
 ④ 의인이 악인 앞에 굴복하는 것은 성읍이 무너지고 성벽이 없는 것과 같다",잠,4,,FALSE,,0,
0.3167125033,"""여호와께서 빈궁한 자의 기도를 돌아보시며 그들의 기도를 멸시하지 아니하셨도다 이 일이 장래 세대를 위하여 기록되리니 (     )을 받을 백성이 여호와를 찬양하리로다""(시 103:17~18)는 말씀에서 괄호 안에 들어가는 말은?
① 거룩함                                ② 기록함
③ 구원함                                ④ 창조함
",시,4,,FALSE,,0,
0.5943927019,"""너는 내게 부르짖으라 내가 네게 응답하겠고 네가 알지 못하는 크고 (  )일을 네게 보이리라""(렘33:3)에서 괄호에 알맞은 말은?",렘,은밀한,,FALSE,,0,
0.493970554,"""사람이 무엇이기에 주께서 그를 크게 만드사 그에게 마음을 두시고 아침마다 권징하시며 순간마다 단련하시나이까""(욥7:17-18)라는 욥의 말은 시편 몇 편의 내용을 떠올리게 하는가?
  ① 시편 8편                                ② 시편 18편
  ③ 시편 28편                               ④ 시편 38편",욥,1,,FALSE,,0,
0.7177473293,"""주 여호와께서는 자기의 비밀을 그 종 선지자들에게 보이지 아니하시고는 결코 행하심이 없으시리라""는 말씀이 들어 있는 책의 이름은 무엇인가?
 ",암,아모스,,FALSE,,0,
0.91527138,"다음의 본문은 출애굽기 몇 장에 기록되어 있는가?
""그러나 다른 해가 있으면 갚되 생명은 생명으로, 눈은 눈으로, 이는 이로, 손은 손으로, 발은 발로, 덴 것은 덴 것으로, 상하게 한 것은 상함으로, 때린 것은 때림으로 갚을 지니라""
 ① 21장                 ② 22장
 ③ 23장                 ④ 24장",출,1,,FALSE,,0,
0.6837543759,"열 가지 재앙 중 애굽 백성과 이스라엘 백성을 구분한 재앙은?
 ① 이                  ② 파리
 ③ 악질                ④ 악성종기",출,2,,FALSE,,0,
0.09094464095,"""다윗이 온 이스라엘을 다스려 모든 백성에게 정의와 공의를 행할새 스루야의 아들 요압은 군대사령관이 되고…아히둡의 아들 사독과 아비아달의 아들 (   )은 제사장이 되고 사워사는 서기관이 되고…""(대상18:14-16)의 괄호에 들어갈 말은?
  ① 아히멜렉                            ② 아비멜렉
  ③ 요나단                               ④ 아히압",대상,2,,FALSE,,0,
0.748747936,"다윗이 선지자 나단에게 여호와를 위하여 성전을 건축할 뜻을 말하였을 때, 여호와께서 나단을 통하여 다윗에게 ""…또 네게 이르노니 여호와가 너를 위하여 한 왕조를 세울지라 네 생명의 연한이 차서 네가 조상들에게로 돌아가면 내가 네 뒤에 네 씨 곧 네 아들 중 하나를 세우고 그 나라를 견고하게 하리니 그는 나를 위하여 집을 건축할 것이요 나는 그의 왕위를 영원히 견고하게 하리라""라고 말씀하신 내용은 역대상 몇 장에 기록되어 있는가?",대상,17장,,FALSE,,0,
0.3103305357,"""주의 교훈으로 나를 인도하시고 후에는 (     )으로 나를 영접하시리니 하늘에서는 주 외에 누가 내게 있으리요 땅에서는 주 밖에 내가 사모할 이 없나이다""(시73:24~25)는 말씀에서 괄호 안에 들어가는 말은?
① 능력                                ② 영광
③ 구원                                ④ 거룩
",시,2,,FALSE,,0,
0.9416516539,"""여호와께서는 영원무궁하도록 (     )이시니 이방 나라들이 주의 땅에서 멸망하였나이다""(시10:16)는 말씀에서 괄호 안에 들어가는 말은?
① 목자                                ② 재판장
③ 방패                                ④ 왕
",시,4,,FALSE,,0,
0.1727264039,"신명기 29장 29절은 감추어진 일이 우리 하나님 여호와께 속하였고 나타난 일은 우리와 우리 자손에게 속하였으니 이는 무엇을 위한 것이라고 기록하였는가?
 ① 우리에게 이 율법의 모든 말씀을 행하게 하심
 ② 여호와 우리 하나님을 경외하게 하심
 ③ 여호와께서 행하신 기이한 일들을 기억하게 하심
 ④ 구원은 사람에게 속한 것이 아니라 하나님께 있음을 알게 하심",신,1,,FALSE,,0,
0.3764369368,"다음 구절은 이사야서 어디에 나옵니까?           ""아모스의 아들 이사야가 바벨론에 대하여 받은 경고라"" 
  ① 13장                                         ② 14장
  ③ 23장                                         ④ 26장",사,1,,FALSE,,0,
0.07392244109,"""너희는 산에 올라가서 나무를 가져다가 성전을 건축하라""는 말씀은 어디에 나오는가 ?
  ① 학개 1장                                            ② 스가랴 1장
  ③ 스가랴 7장                                         ④ 느헤미야 1장",학,1,,FALSE,,0,
0.3395773965,"""땅과 거기에 충만한  것과 세계와 그 가운데에 사는 자들은 다 여호와의 것이로다 여호와께서 그 터를 바다 위에 세우심이여 강들 위에 건설하셨도다""는 구절이 있는 시편은?
① 시 24편                                  ② 시 44편
③ 시 84편                                  ④ 시 104편
",시,4,,FALSE,,0,
0.3424220591,"사울이 블레셋과의 싸움에서 제사장법을 어기고 하나님께 버림을 받아 그의 나라가 길지 못할 것이며 다른 사람을 그의 백성의 지도자로 삼으셨다는 심판 선언을 받은 내용은 사무엘상 몇 장에 나오는가?
  ① 11장                            ② 12장
  ③ 13장                            ④ 14장",삼상,3,,FALSE,,0,
0.3154597536,"이사야가 삼 년 동안 벗은 몸과 벗은 발로 다닌 뜻은? 
 ① 유다 백성의 사로 잡힌 자가 앗수르 왕에게 끌려 가리라
 ② 애굽의 포로와 구스의 사로잡힌 자가 앗수르 왕에게 끌려가리라
 ③ 앗수르의 사로 잡힌 자가 애굽 왕에게 끌려 가리라
 ④ 앗수르의 사로 잡힌 자가 바벨론 왕에게 끌려 가리라",사,2,,FALSE,,0,
0.5159453724,"이스라엘 왕 아하시야를 뒤이어 왕이 된 사람은?
  ① 여호람                             ② 여호아하스
  ③ 예후                                ④ 요아스",왕하,1,,FALSE,,0,
0.2482771244,"""또 내가 그들에게 선하지 못한 율례와 능히 지키지 못할 규례를 주었고 그들이 장자를 다 화제로 드리는 그 예물로 내가 그들을 더럽혔음은 그들을 멸망하게 하여 나를 여호와인 줄 알게 하려 하였음이라""가 나오는 책은?
  ① 레위기                                                         ② 이사야
  ③ 예레미야                                                      ④ 에스겔",겔,4,,FALSE,,0,
0.7403478166,"""헛되고 헛되며 모든 것이 헛되도다""라고 말한 전도자의 말이 전도서의 처음과 마지막 부분에 등장한다 그곳이 어디인가?
  ① 1:2과 12:8                                       ② 1:2과 12:14
  ③ 1:3과 12:8                                       ④ 1:3과 12:14",전,1,,FALSE,,0,
0.4447332522,"""하나님이여 나를 살피사 내 마음을 아시며 나를 시험하사 내 뜻을 아옵소서 내게 무슨 악한 행위가 있나 보시고 나를 영원한 길로 인도하소서""는 표현이 있는 시편은?
① 시 109편                                  ② 시 119편
③ 시 129편                                  ④ 시 139편
",시,4,,FALSE,,0,
0.5469459791,"""일어나라 (   )을 발하라 이는 네 (   )이 이르렀고 여호와의 영광이 네 위에 임하였음이니라"" (사 60:1)의 괄호 안에 들어가 말은?
  ",사,빛,,FALSE,,0,
0.1999015394,"""여호와께서는 강이 변하여 광야가 되게 하시며 샘이 변하여 마른 땅이 되게 하시며 그 주민의 악으로 말미암아 옥토가 변하여 염전이 되게 하시며 또 광야가 변하여 못이 되게 하시며 마른 땅이 변하여 샘물이 되게하시고""는 표현이 있는 시편은?
① 시 105편                                  ② 시 106편
③ 시 107편                                  ④ 시 108편
",시,3,,FALSE,,0,
0.2721491236,"시편 49편 6~8절에서는 ""자기의 재물을 의지하고 부유함을 자랑하는 자는 아무도 자기의 형제를 구원하지 못하며 그를 위한 속전을 하나님께 바치지도 못할 것""이라고 말하는데 그 이유는?
 ① 그들의 생명을 속량하는 값이 너무 엄청나서
 ② 형제를 구원하려 하는 자신들이 불의하기 때문에
 ③ 하나님이 원하시는 것이 아니기 때문에
 ④ 형제를 구원하려 하는 자들이 곧 죽을 것이기 때문에",시,1,,FALSE,,0,
0.06301404697,"""주의 종에게 심판을 행하지 마소서 주의 눈앞에는 의로운 인생이 하나도 없나이다""라는 표현이 들어있는 시편은?",시,143편,,FALSE,,0,
0.7298672209,"야곱의 생애가 이야기되는 책으로 묶인 것은
  ① 창세기 - 사무엘상                                   ② 이사야 - 열왕기하
  ③ 창세기 - 호세아                                      ④ 이사야 - 스가랴",호,3,,FALSE,,0,
0.8717621571,"""곧 헛된 것과 거짓말을 내게서 멀리 하옵소시며 나를 가난하게도 마옵시고 부하게도 마옵시고 오직 필요한 양식으로 나를 먹이시옵소서"" 라고 주께 구한 사람은?
   ① 솔로몬                                      ② 히스기야
   ③ 아굴                                         ④ 르무엘",잠,3,,FALSE,,0,
0.1377754397,"야곱의 사람들과 한 민족이 되고자 했던 세겜 사람들에게 야곱의 아들들이 요구했던 것은? 
 ① 계약                     ② 할례
 ③ 연합전쟁               ④ 제단 쌓음", 창,2,,FALSE,,0,
0.6732778409,"""내가 그에게 복을 주어 그를 매우 크게 생육하고 번성하게 할지라 그가 열두 두령을 낳으리라 내가 그를 큰 나라가 되게 하려""에서 ""그""는 누구인가? (창17:20) 
 ① 이삭               ② 이스마엘
 ③ 야곱               ④ 에서",창,2,,FALSE,,0,
0.3720531793,"아각 사람 하만의 명령에 따른 왕의 조서에 따르면 모든 유다인들이 죽게 되는 날은 언제인가(에3:13)?
  ① 니산월 십삼일                          ② 니산월 십사일
  ③ 아달월 십삼일                          ④ 아달월 십사일",에,3,,FALSE,,0,
0.8690173295,"""여호와께 다스리시니 스스로 권위를 입으셨도다 여호와께서 능력의 옷을 입으시며 띠를 띠셨으므로 세계도 견고히 서서 흔들리지 아니하는도다""는 표현으로 시작하는 시편은?
① 시 91편                                  ② 시 92편
③ 시 93편                                  ④ 시 94편
",시,3,,FALSE,,0,
0.1382064552,"""내가 다윗의 집과 예루살렘 주민에게 은총과 간구하는 심령을 부어 주리니 그들이 그 찌른 바 그를 바라보고 그를 위하여 애통하기를 독자를 위하여 애통하듯 하며 그를 위하여 통곡하기를 장자를 위하여 통곡하듯 하리로다""는 스가랴 몇 장에 나오는가?
  ① 11장                                              ② 12장 
  ③ 13장                                              ④ 14장",슥,2,,FALSE,,0,
0.5389041868,"이스라엘이 약속의 땅에 들어가 각종 과목을 심은 후 몇째 해에 먹을 수 있는가?
  ① 셋째 해                 ② 넷째 해
  ③ 다섯 째 해               ④ 여섯 째 해",레,3,,FALSE,,0,
0.9677374471,"자기가 요시야 때부터 예언한 것을 기록하라는 명령을 예레미야가 여호와께로부터 받은 때는 여호야김 몇 년이었는가?(렘36:1)
  ① 원년                                               ② 2년
  ③ 3년                                                ④ 4년",렘,4,,FALSE,,0,
0.3648519079,"""이 땅을 위하여 성을 쌓으며 성 무너진 데를 막아 서서 나로 하여금 멸하지 못하게 할 사람을 내가 그 가운데에서 찾다가 찾지 못하였으므로 내가 내 분노를 그들 위에 쏟으며 내 진노의 불로 멸하여 그들 행위대로 그들 머리에 보응하였느니라 주 여호와의 말씀이니라""라는 본문이 기록된 책의 이름은 무엇인가?
  ① 에스겔                                                     ② 느헤미야
  ③ 이사야                                                     ④ 예레미야",겔,1,,FALSE,,0,
